Id	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
class	LIHC_TP	LIHC_TP	LIHC_TP	LIHC_NT	LIHC_NT	LIHC_NT	BRCA_TP	BRCA_TP	BRCA_TP	BRCA_NT	BRCA_NT	BRCA_NT
ANKRD52|283373	1682	1879	996	191	168	277	2710.0523	1811.4234	1206.868	1151.4286	1091.8665	1123.7271
ANKRD53|79998	6	14	7	22	3	19	9.9951	15.4125	9.9297	36.5079	72.5905	171.5886
ANKRD54|129138	806	807	888	341	350	519	452.8817	401.6319	543.6492	437.4603	473.9069	263.2383
ANKRD55|79722	2	2	0	67	24	48	1.7233	2.7199	6.206	4.4444	14.2924	5.6008
ANKRD56|345079	215	606	778	501	289	336	124.0772	3.6265	112.5362	127.9365	75.2233	11.7108
ANKRD57|65124	1371	2853	433	3151	1686	4996	846.8267	304.6238	381.0509	813.0159	546.1213	364.5621
ANKRD58|347454	44	35	5	1	3	8	35.8445	24.4787	12.4121	15.873	13.9163	3.055
ANKRD5|63926	108	683	205	129	66	178	808.9143	383.4995	190.7323	186.3492	164.7391	256.6191
ANKRD6|22881	324.29	778.39	248.06	131.93	122.77	164.33	182.3211	88.0689	131.4522	272.4667	202.1439	205.6161
ANKRD7|56311	0	1	0	0	0	0	0.3447	0	0.8275	1.9048	1.5045	0
ANKRD9|122416	168	353	467	89	37	631	201.2808	162.2847	124.1208	89.8413	123.7424	89.613
ANKS1A|23294	500	871	435	792	314	594	1270.0678	616.5005	757.9644	1469.5238	1177.6211	1110.4888
ANKS1B|56899	107	1	7	2	8	3	231.9554	66.1831	83.5747	83.8095	42.1251	27.4949
ANKS3|124401	610	588	241	107	61	149	369.4743	799.6374	490.6909	367.619	253.5026	95.2138
ANKS4B|257629	310	1712	762	398	649	1111	0	0.9066	0.4137	0.9524	0	1.5275
ANKS6|203286	438	791	190	53	41	91	33.7766	178.6038	120.8109	164.7619	334.7438	479.1242
ANKZF1|55139	1226	2066	559	304	196	525	709.6525	616.5005	618.1216	620.3175	526.5632	363.5438
ANLN|54443	393	1246	265	41	3	25	828.2151	637.3527	631.7749	77.1429	63.9398	44.2974
ANO10|55129	560	1891	317	392	187	487	584.5414	734.3608	719.0732	917.4603	1170.4748	1284.1141
ANO1|55107	165	1841	1977	8987	2742	2909	7512.873	1247.5068	2595.7799	7179.0476	2708.0395	514.2566
ANO2|57101	5	133	25	4	1	0	7.9272	4.5331	20.2731	39.0476	39.4922	87.5764
ANO3|63982	80	83	2	43	28	19	1.034	0	1.2412	8.5714	15.7969	320.2648
ANO4|121601	0	11	11	0	0	0	2.7573	0.9066	4.1374	3.8095	4.1373	8.1466
ANO5|203859	81	640	148	118	102	212	2.068	1.8132	7.861	123.4921	56.4175	261.2016
ANO6|196527	2091	8040	3730	3616	2732	2935	809.6036	968.2684	1928.0099	2172.6984	4493.8411	11382.8921
ANO7|50636	43	61	63	11	30	47	16.199	20.8522	19.8593	13.9683	1.8806	3.5642
ANO8|57719	147	491	223	164	64	203	1656.4303	547.5975	480.3475	354.2857	238.0818	189.4094
ANO9|338440	289	71	14	15	8	34	825.4579	1384.4062	508.8953	145.7143	68.8293	8.1466
ANP32A|8125	4234	8358	3741	2248	2266	2852	2649.3924	2926.5639	3849.8138	2851.4286	2608.7447	2679.7352
ANP32B|10541	5791	4096	1367	2858	2733	3422	1679.1778	3584.7688	2666.9425	3405.3968	3116.126	3395.6212
ANP32C|23520	5	8	2	2	0	0	0.6893	0	0.8275	3.1746	0.7522	2.0367
ANP32D|23519	2	0	0	0	0	0	0	0	0	0	0	0.5092
ANP32E|81611	3365	3651	1528	1573	1839	971	4503.6568	1435.1768	938.3533	845.7143	802.2567	573.8289
ANPEP|290	12485	60383	38251	20351	19856	27835	41.3591	1812.33	1925.5275	2956.5079	3441.843	1172.0978
ANTXR1|84168	509	874	233	333	506	326	2348.8499	3381.6863	6839.8842	4162.5397	2809.591	3712.3218
ANTXR2|118429	1867	661	1106	2389	2536	1897	293.3047	523.1188	830.3682	1101.9048	2548.1899	6465.8859
ANTXRL|195977	0	0	0	0	0	0	0.6893	0	0	0.6349	0.3761	1.0183
ANUBL1|93550	186	250	300	149	184	99	106.8442	42.6111	143.9801	177.4603	166.9958	116.0896
ANXA10|11199	143	163	943	1502	1646	1528	0	0	0.4137	0	0	3.055
ANXA11|311	6308	7001	2210	2463	2285	3503	1411.7225	3924.7507	3708.7298	4509.8413	7154.866	7129.8371
ANXA13|312	1960	451	17	56	391	463	0	0	2.4824	15.873	6.0179	0
ANXA1|301	994	1364	342	387	1238	639	410.4887	2584.7688	2610.2607	10426.6667	15516.3141	29428.2077
ANXA2P1|303	60	219	9	21	13	51	64.1065	50.7706	128.2582	90.4762	148.9422	181.2627
ANXA2P2|304	3790	12478	312	1468	1076	2224	3645.4564	3713.5086	6460.9019	5235.5556	7832.252	10511.7108
ANXA2P3|305	5	4	0	1	1	2	2.068	0.9066	2.4824	7.3016	10.5313	21.3849
ANXA2|302	14362	38530	958	5029	3647	8908	10057.1444	10789.6646	19422.8382	17873.9683	27805.5477	38789.7149
ANXA3|306	4	62	5	59	81	133	31.7086	34.4515	856.0199	1849.5238	492.3366	452.6477
ANXA4|307	21947	9336	8716	3815	3937	4541	928.1662	1658.2049	1826.6446	1783.4921	1716.5961	1474.5418
ANXA5|308	5811	11236	5337	2924	2912	4836	4483.6666	7654.5784	8875.8792	8016.1905	19295.5336	30322.8106
ANXA6|309	1974	21428	2887	7758	3358	6628	6982.4431	6472.3481	7008.6885	7615.2381	11634.7908	20087.5764
ANXA7|310	5787	6084	4628	3930	3512	4308	1859.0897	5429.7371	2928.0099	3113.6508	3846.5444	4541.7515
ANXA8L1|728113	0	0	0	0	0	0	0	0.4261	0	0	0	0
ANXA8L2|244	0	34	0	37	33	59	0	0	71.9901	419.6825	148.9422	6.11
ANXA8|653145	0	61	0	49	95	42	1.3786	1.3871	469.5904	789.2063	252.7504	56.0081
ANXA9|8416	648	1702	334	956	714	911	949.5351	734.3608	979.3132	337.1429	220.0282	16.2933
AOAH|313	339	296	38	55	63	191	38.6018	113.3273	95.9868	226.6667	180.536	136.9654
AOC2|314	33	156	56	13	10	32	24.8154	34.4515	17.3769	26.0317	181.6643	442.4644
AOC3|8639	292	1011	910	1029	839	690	216.1011	1165.0045	458.8333	2695.5556	19112.3648	50073.8289
AOX1|316	3585	28061	4597	55787	42188	39976	41.0144	32.6383	107.9851	1055.873	1255.8533	3270.8758
AOX2P|344454	0	0	0	0	0	0	1.3786	2.7199	0	0	0	0
AP1AR|55435	722	603	625	607	708	845	635.2062	314.5966	529.9959	493.0159	395.2985	245.4175
AP1B1|162	5222	7751	3461	2564	1746	2743	2854.4644	2628.2865	3336.7811	3123.4921	3236.8594	1947.0468
AP1G1|164	2793	5178	3692	2230	2293	2501	3912.9116	2545.7842	1544.0629	2414.9206	1955.8063	2251.0183
AP1G2|8906	1603.02	514.46	756.22	237.97	195.17	526.86	2014.8651	2573.8169	2357.9934	1270.4413	832.9441	214.9644
AP1M1|8907	1983	6352	7246	2438	1527	2689	983.3116	978.2412	1237.0707	861.5873	1657.922	1911.4053
AP1M2|10053	18	537	0	58	59	87	3071.2548	2805.0771	2593.7112	1425.7143	1201.3164	25.4582
AP1S1|1174	2283	3492	2679	762	520	1447	1620.2411	1636.4461	1251.5515	748.8889	663.4697	337.0672
AP1S2|8905	347	482	123	135	256	226	351.552	203.0825	189.9048	328.5714	582.6046	460.7943
AP1S3|130340	176	321	43	69	36	53	106.4996	47.1442	244.1043	127.3016	44.7579	15.7841
AP2A1|160	4487.43	5544.23	4677.97	2639.49	1639.35	2707.39	3255.7024	4394.8141	2614.0215	1521.781	2046.582	2056.5479
AP2A2|161	2097	4668	3072	2316	1493	2427	1992.128	1968.2684	2077.7824	1945.0794	2163.7988	2148.6762
AP2B1|163	3194	7498	2229	2576	2080	2526	10228.7845	5254.7597	13251.5515	6714.2857	5558.6272	5881.8737
AP2M1|1173	7414	11314	6267	5334	3498	4611	7369.8396	9104.2611	8661.1502	5545.3968	6455.6653	6500.5092
AP2S1|1175	2758	3074	2424	2100	1597	3245	1344.8587	2472.3481	1832.8506	1313.3333	1698.5425	1017.3116
AP3B1|8546	1293	2442	1118	554	504	680	1451.3583	1406.165	1366.5701	1285.7143	1220.4984	1580.4481
AP3B2|8120	0	9	0	2	1	4	1035.6998	44.4243	11.9983	207.619	79.7367	3.5642
AP3D1|8943	9335	4989	6026	3199	2273	2884	4954.1259	4116.9538	3974.7621	2992.381	2997.6493	2350.3055
AP3M1|26985	1397	1597	1404	873	850	831	1371.3975	1331.8223	1352.0894	1224.4444	1263.3756	1896.6395
AP3M2|10947	225	273	154	88	118	92	1046.3842	424.2974	488.6223	434.2857	371.9793	428.2077
AP3S1|1176	1830	2524	1462	968	917	1417	433.2361	1330.0091	870.5006	1010.1587	1131.3587	1216.9043
AP3S2|10239	1753.8	4607.26	2447.31	2282.08	1709.12	1630.07	1339.7268	1502.3119	1778.8374	1177.9365	2069.7057	3134.4196
AP4B1|10717	637.46	1046.11	385.74	161	166.61	261.37	482.2845	509.5648	255.5358	339.9524	319.1462	345.4786
AP4E1|23431	410	977	170	223	178	215	452.537	235.7208	265.6185	215.2381	266.6667	381.3646
AP4M1|9179	379.09	514.15	176.64	95	92.07	144.09	519.2251	638.2593	721.4067	363.4508	349.1904	191.7363
AP4S1|11154	62	202	83	96	57	67	35.8445	43.5177	82.7472	84.127	48.519	75.8656
APAF1|317	563	780	309	237	187	344	430.8235	571.1695	333.885	346.9841	333.2393	401.222
APBA1|320	182	531	521	507	227	398	312.6056	58.9302	83.1609	335.5556	261.7772	244.3992
APBA2|321	56	17	68	18	15	53	536.6338	369.9003	148.5312	98.7302	55.6653	16.2933
APBA3|9546	823	866	406	279	223	419	361.5471	312.7833	335.1262	234.9206	238.0818	114.5621
APBB1IP|54518	1135	1433	1391	1151	1537	1006	142.3441	358.1142	212.6603	607.9365	1423.6013	2501.0183
APBB1|322	299	844	227	262	146	181	996.4087	271.9855	338.8498	896.8254	974.5181	545.3157
APBB2|323	362	1402	589	959	831	968	2258.5493	2220.3083	2255.6889	1562.2222	2333.8035	4655.2953
APBB3|10307	414	1148	1161	208	65	378	449.4351	602.9012	387.6707	347.619	242.5952	155.8045
APC2|10297	50.31	9.11	7.07	0	3.04	6.04	11.5219	10.0635	7.9396	3.527	4.9459	7.6986
APCDD1L|164284	0	5	0	7	7	5	249.1883	26.2919	35.995	214.6032	86.5068	36.6599
APCDD1|147495	43	102	524	87	88	72	283.6542	181.3237	315.2669	1813.9683	2079.5487	3548.3707
APCS|325	1807	20851	54344	51905	49655	76444	0	0	0	0	0	0
APC|324	611	1033	923	599	395	614	1010.5397	498.6401	627.6376	541.2698	668.3592	1706.721
APEH|327	3476	6630	1842	3418	2113	3880	3145.0118	3117.8604	2162.1845	2225.7143	1967.4659	972.5051
APEX1|328	4153	6079	3229	2612	1912	2631	2131.7148	4981.8676	3819.6111	3265.3968	2722.3319	2181.2627
APEX2|27301	752	1682	835	441	355	938	1068.0977	744.3336	717.4183	499.3651	613.8223	266.2933
APH1A|51107	8908	11006	7423	4983	3895	4246	17320.1398	4145.0589	5594.1249	4428.254	4607.0522	2523.9308
APH1B|83464	204	424	155	95	87	158	502.1679	302.8105	254.0339	637.7778	670.2398	562.1181
API5|8539	3142	4085	1663	2589	2146	2278	2408.4758	1834.9955	1957.3852	2319.3651	1968.5943	2132.3829
APIP|51074	834.05	1240.44	827.62	406.74	279.33	578.24	516.4954	277.9057	213.4712	412.5683	507.889	858.8238
APITD1|378708	245.14	399.15	204.2	143	148.53	162.86	378.7938	282.8649	246.7067	265.0476	162.4824	86.1507
APLF|200558	74	81	31	35	39	52	54.4561	51.6772	42.6148	100	78.2323	118.1263
APLNR|187	225	1623	817	887	394	534	911.2779	1080.689	625.5689	574.6032	1879.0785	1314.1548
APLN|8862	57	501	433	10	84	24	88.5773	416.1378	117.501	359.3651	89.5157	19.3483
APLP1|333	164	31	5	1	7	25	3592.7236	531.2783	42.6148	67.619	45.8862	24.4399
APLP2|334	19178	34296	17894	23319	15693	19853	15688.8696	13550.3173	11342.9872	17697.1429	17708.6977	15636.9654
APOA1BP|128240	7458	6093	5663	2070	1476	2942	4303.0654	1611.9674	2764.1705	1963.8095	1652.6563	1054.4807
APOA1|335	437421.81	170835	371340	622279	448544	893586	13.097	19.9456	2.0687	2.5397	1.8806	0.5092
APOA2|336	1059622	171778	469603	264125	201823	314686.44	0.3447	0	0	0	0	0
APOA4|337	4	14	515	1062	114	3008	0.3447	0	0	0	0	0
APOA5|116519	173	3493	2054	12557	5795	16082	2.7573	0.9066	0.4137	0.3175	0.3761	0
APOB48R|55911	578	429	105	122	139	258	208.1739	232.0943	285.8916	282.5397	297.8843	169.5519
APOBEC1|339	0	0	0	0	0	0	0.3447	0	0.4137	0	0	0
APOBEC2|10930	8	7	1	0	1	0	3.4466	0.9066	0.8275	1.5873	1.8806	1.5275
APOBEC3A|200315	141	1	6	29.6	19	19	5.8592	10.7434	16.9632	9.5238	11.6596	34.1141
APOBEC3B|9582	561	5	124	24.4	19	36	139.9315	205.9383	256.1026	61.2698	39.4922	23.4216
APOBEC3C|27350	190	133	39	55	66	71	42.7377	170.4442	144.3939	395.873	380.63	301.4257
APOBEC3D|140564	486	107	35	19	24	40	64.4512	74.3427	106.7439	88.5714	83.874	72.8106
APOBEC3F|200316	627	392	83	143	100	192	215.4118	100.6346	284.6504	226.0317	157.969	76.3747
APOBEC3G|60489	1242	186	70	59	80	90	39.2911	263.8259	222.59	345.3968	359.9436	149.1853
APOBEC3H|164668	80	14	6	2	0	7	0.6893	27.1985	2.8962	7.3016	7.8984	0.5092
APOBEC4|403314	0	0	0	0	0	0	0	0	3.3099	0	0	0.5092
APOB|338	53282	228138	342443	334001	214912	258004	121.3199	1.8132	0.4137	15.2381	107.9455	906.8228
APOC1P1|342	693	534	45	4113	2878	2963	0.3447	2.7199	0	0	0	1.5275
APOC1|341	107456	119251	73509	207216	192809	225485	759.628	2164.0979	1199.8345	740	757.8749	350.3055
APOC2|344	146035	102353	175508	75431	55778	118143	95.4705	319.1296	131.5681	141.5873	190.315	19.3483
APOC3|345	4214	106234	201466	202991	172243	346546	0.3447	0	0	0	0	0
APOC4|346	1183	8841	2196	9520	7149	8927	0.3447	0	0.4137	0	1.1283	0
APOD|347	115	36	6	107	65	74	181.9799	587.4887	24253.6202	12173.9683	87681.0531	14442.9735
APOE|348	72956	221333	383504	237690	137921	278892.04	4125.5661	8394.379	6798.0968	6599.0476	6248.0489	2602.3422
APOF|319	7134	1307	93	9056	16283	8877	0.3447	1.8132	2.0687	17.1429	7.1462	1.0183
APOH|350	115171	197175	198861	289972	229167	228548	0	0	0	0	0	0
APOL1|8542	11048	11032	3599	17309	6788	11938	645.2013	2695.3762	1298.3037	1794.2857	1599.6239	1250.5092
APOL2|23780	9743	5045	3025	1485	1430	2414	677.2546	1411.6047	938.3533	1048.254	923.7424	884.9287
APOL3|80833	5038	3293	1066	566	586	1815	522.1581	599.2747	485.7261	1212.6984	1546.5914	2009.6741
APOL4|80832	102	186	48	77	72	58	4.1359	474.1614	302.0273	443.4921	192.9478	255.6008
APOL5|80831	1	0	6	13	2	4	0	0	0.8275	0.3175	1.1283	1.5275
APOL6|80830	6372	9823	4951	4413	5784	5203	926.4429	1046.2375	1138.6016	1493.9683	4511.8947	10145.6212
APOLD1|81575	355	266	838	1457	509	1016	247.8683	736.1741	1425.6268	1193.3333	3985.3315	13387.9837
APOM|55937	36956	17120	4072	13296	9222	10897	20.3349	28.1052	68.3078	58.7302	65.2111	41.7515
APOOL|139322	82	522	230	202	124	96	255.7368	65.2765	120.8109	82.5397	66.5726	298.3707
APOO|79135	523	394	832	180	208	390	428.7556	339.9819	288.7878	257.7778	187.3061	145.112
APPBP2|10513	895	1458	826	742	712	730	1414.4798	1139.6192	1686.8018	967.9365	1035.8251	1586.0489
APPL1|26060	929	2496	391	836	888	679	1483.4116	1098.8214	1093.9181	1214.2857	1208.4626	1373.2179
APPL2|55198	740	1430	943	485	379	513	664.8469	1055.3037	1495.6558	1366.6667	1013.6342	1075.3564
APP|351	5144	28006	8179	15945	14484	13540	14940.2706	7479.6011	23969.3835	30896.5079	21473.6248	11235.2342
APRT|353	6086	5248	2161	2199	1801	2502	2460.5193	3273.7987	1641.2909	1803.1746	1618.8058	823.8289
APTX|54840	803	644	479	500	505	717	536.6338	594.7416	679.3546	606.9841	465.2562	408.3503
AQP10|89872	1	0	42	0	0	9	0	0.9066	1.2412	0.3175	0	0.5092
AQP11|282679	252	911	592	308	271	403	86.1647	30.825	39.7187	28.5714	51.9041	52.444
AQP12A|375318	0	0	0	0	0	0	0	0	0	0	0	0
AQP12B|653437	0	1	0	0	0	0	2.068	0	0	0	0.3761	0
AQP1|358	1476	3105.41	975	1760	2219	5846	1578.3168	2090.6618	4896.9797	13979.5048	21466.1175	19668.5336
AQP2|359	0	0	0	0	0	0	1.3786	0	0	1.9048	3.7612	0.5092
AQP3|360	1667	924	845	4267	5118	4385	1705.3719	123.3001	487.7948	2679.0476	1663.5637	276.9857
AQP4|361	6	53	28	47	65	62	5.1699	4.5331	3.3099	51.746	56.4175	8.1466
AQP5|362	1	2	1	3	0	2	3.4466	0.9066	4.5511	359.0476	44.0056	15.2749
AQP6|363	3	7	0	7	3	33	9.9951	0.9066	0.4137	1.5873	2.2567	0
AQP7P1|375719	17	91	12	325	339	122	1.034	13.5993	2.4824	135.873	512.2708	1417.0061
AQP7P3|441432	6	8	1	41	57	25	0	0	0.4137	2.5397	53.0324	72.3014
AQP7|364	332	114	278	448	526	646	1.7233	87.0354	5.3786	213.9683	2694.4993	9354.888
AQP8|343	2	1	68	9	2	0	1.034	1.8132	1.6549	0.9524	0	2.0367
AQP9|366	660	23262	3488	32432	24254	22700	3.4466	87.942	6.206	9.5238	204.9835	269.8574
AQPEP|206338	6	5	5	0	0	0	0.3447	11.786	1.2412	20.9524	419.9718	1470.2749
AQR|9716	499	1822	585	489	477	474	1179.0778	605.621	1129.9131	1024.7619	805.2656	1216.9043
ARAF|369	2395	5665	1979	2389	1475	2425	1416.8924	1018.1324	1220.5213	1147.619	1447.6728	1243.89
ARAP1|116985	5367.8	5154.88	2612.9	894.98	592	1305.97	4058.1026	2784.1342	2822.7224	2700.5968	2747.0992	2460.779
ARAP2|116984	2344	280	195	420	598	365	153.3732	142.3391	283.4092	240	209.1208	143.5845
ARAP3|64411	173	345	200	147	180	179	329.1492	307.3436	246.1729	578.0952	664.598	648.167
ARCN1|372	4796	7864	5161	4110	4071	4958	3973.2269	4361.7407	3486.5536	3704.127	4168.1241	5768.3299
ARC|23237	6	72	1	14	3	4	3.4466	4.5331	72.8175	82.2222	89.1396	33.0957
AREG|374	27	9	2	82	29	106	717.9243	5602.9012	1539.0981	819.0476	154.96	137.4745
ARF1|375	20898	17890	17892	12142	9076	13894	11201.7564	19934.7235	13458.0058	9312.0635	10097.2261	7255.6008
ARF3|377	6282	4547	4046	1952	1863	2677	5497.9975	6802.3572	6570.1283	4165.3968	4709.732	3639.002
ARF4|378	6949	10441	3198	4895	3968	6902	3078.8373	6614.6872	5294.1663	3701.5873	4538.2228	3633.4012
ARF5|381	4896	4938	3911.94	3336.9	2169	3731	2778.6394	3777.8785	3577.4845	2999.3111	2493.48	1462.7953
ARF6|382	4532	5120	2180	3389	3545	5759	2538.4122	4770.6256	3887.8775	2858.0952	2766.3376	1885.947
ARFGAP1|55738	3003	3474	1835	1126	889	1604	3850.1837	10850.408	2023.1692	1312.381	1193.418	688.9002
ARFGAP2|84364	3496	5257	3735	2252	2003	3028	2460.1747	3184.9501	2213.4878	2273.9683	2361.26	1952.1385
ARFGAP3|26286	1890	2430	2322	1866	1544	1652	397.047	611.0607	927.1825	1109.5238	899.6709	831.9756
ARFGEF1|10565	3090.69	2246	912.28	1053	770.22	926.35	3226.272	6473.2548	1540.6537	1497.5429	1102.7739	1562.4847
ARFGEF2|10564	1869	4486	2905	1687	1178	1205	3606.8546	1821.3962	1801.8204	1358.4127	1355.5242	1755.0916
ARFIP1|27236	1146	788	635	568	518	631	616.5946	724.388	1092.6769	944.127	969.6286	786.1507
ARFIP2|23647	1788	2388	1004	873	822	1183	1773.959	2312.7833	2686.3881	1993.0159	1484.5322	695.0102
ARFRP1|10139	1483	1704	1163	476	508	875	1706.7505	5396.1922	842.3666	848.254	783.827	587.5764
ARG1|383	607	52859	10535	26501	16916	31816	0.3447	1.8132	0	0	0.3761	2.0367
ARG2|384	127.32	233.37	303.44	118.76	102.89	294.79	77.0588	39.3835	112.1266	191.5524	184.1993	423.0448
ARGFXP2|503640	0	1	0	1	0	0	2.7573	0.9066	0.4137	0	1.1283	0.5092
ARGFX|503582	0	0	0	0	0	0	0	0	0	0	0.7522	0
ARGLU1|55082	2184	1542	1102	889	587	1146	2081.05	2097.0082	1822.5072	1542.2222	1500.3291	2235.7434
ARHGAP10|79658	93	128	43	317	421	404	68.9318	218.495	306.9921	376.5079	831.5938	1681.7719
ARHGAP11A|9824	426	1638	344	20	14	26	785.8221	418.8577	289.6152	105.3968	71.8383	105.3971
ARHGAP11B|89839	14.62	97.23	25	1	0	1	74.4463	18.1324	25.0062	3.8095	4.5134	4.5825
ARHGAP12|94134	2123	1681	648	1061	731	1007	483.5563	731.641	654.1167	879.6825	740.9497	903.7678
ARHGAP15|55843	295	109	27	113	122	239	28.6067	72.5295	81.9197	119.6825	181.6643	80.9572
ARHGAP17|55114	1565	2330	1547	868	852	916	966.768	1168.631	1043.4423	1035.873	1539.0691	1565.1731
ARHGAP18|93663	339	585	305	175	170	139	320.8774	611.0607	450.5585	657.4603	506.6291	919.5519
ARHGAP19|84986	436	464	312	105	121	111	268.8339	187.67	443.525	878.4127	563.4227	409.3686
ARHGAP1|392	4029	3460	1544	1625	1469	1741	4285.1431	4437.8966	4948.283	3178.7302	4145.181	3415.9878
ARHGAP20|57569	126	84	261	113	86	30	23.7815	35.3581	41.3736	110.4762	278.7024	759.165
ARHGAP21|57584	1250	2957	1572	1310	1146	1225	1203.8933	951.9492	1291.6839	1790.4762	2503.8082	6723.5234
ARHGAP22|58504	108	79	6	3	9	15	59.9706	90.6618	141.084	127.619	100.4231	42.2607
ARHGAP23|57636	246	536	355	147	342	405	497.3427	626.4733	667.77	819.6825	874.4711	759.6741
ARHGAP24|83478	51	687	88	385	283	218	146.1353	134.1795	366.1564	275.2381	464.504	829.4297
ARHGAP25|9938	1246	432	136	125	233	243	84.0968	300.9973	189.4911	471.4286	583.3568	514.2566
ARHGAP26|23092	313	572	361	257	289	212	247.8097	130.553	290.029	614.6032	475.4114	941.446
ARHGAP27|201176	627	1480.92	119	122	124	274.76	369.8189	351.7679	336.3674	513.0159	495.7217	379.2515
ARHGAP28|79822	35	263	24	21	12	11	14.4757	91.5684	198.1796	133.0159	210.6253	460.7943
ARHGAP29|9411	755	2159	1095	1567	1698	1389	5690.6618	747.9601	1054.6132	1480.6349	2110.7663	2947.0468
ARHGAP30|257106	1442	800	147	193	267	373	269.8679	687.2167	522.9624	591.1111	831.2177	706.721
ARHGAP31|57514	268	370	233	270	350	197	473.2166	554.8504	654.5304	826.3492	1595.1105	3030.5499
ARHGAP32|9743	292	814	494	546	410	355	1912.8565	1304.6238	1465.0393	1097.1429	896.2858	758.1466
ARHGAP33|115703	338	431	103	46	19	55	729.6427	1026.2919	521.3074	143.1746	80.489	43.7882
ARHGAP36|158763	0	0	8436	11	3	2	1.7233	3.6265	177.4928	139.6825	22.567	1.0183
ARHGAP39|80728	216	155	70	28	44	44	615.216	1387.126	669.4249	296.8254	184.6732	40.7332
ARHGAP42|143872	168	740.89	83	362	357	293	31.7086	22.6655	130.3269	89.8413	145.9332	496.3747
ARHGAP4|393	2357	771	385	191	137	557	737.9145	1216.6818	498.9657	744.4444	667.2308	339.613
ARHGAP5|394	1290	2821	2396	1187	1185	1499	1027.4279	581.1423	1000.8275	1763.4921	1412.6939	1945.0102
ARHGAP6|395	169	92	37	29	32	27	33.7766	47.1442	51.717	84.7619	130.5125	334.0122
ARHGAP8|23779	69.49	15	7	91	15	68.82	734.561	917.7425	1302.983	450.7143	380.9685	28.1823
ARHGAP9|64333	1163	234	52	57	56	256	64.4512	268.359	153.4961	156.1905	183.921	140.0204
ARHGDIA|396	15573	8866	5702	6897	7557	10166	5269.8334	12314.5966	20811.7501	5071.1111	7053.3145	4488.2892
ARHGDIB|397	5766	3190	1237	1413	1714	2523	1197.6894	3530.3717	3855.1924	6430.1587	5568.4062	2929.2261
ARHGDIG|398	0	0	0	0	1	0	14.5412	17.7788	1.055	6.6667	162.4673	75.5855
ARHGEF10L|55160	3872	5956	7669	3717	2487	3578	1418.6157	1972.8015	1012.8258	1021.5873	1082.8397	758.6558
ARHGEF10|9639	66	136	152	102	52	82	388.4305	716.2285	752.9996	847.3016	891.0202	1575.3564
ARHGEF11|9826	2374	2662	2233	522	369	484	3573.7673	1484.1342	1891.6012	1137.7778	1298.7306	1566.7006
ARHGEF12|23365	4430	10092	5561	6770	6954	6752	4014.586	2361.7407	3402.1514	3904.127	3297.0381	4649.6945
ARHGEF15|22899	244	524	303	111	102	144	183.0138	287.398	261.0674	561.9048	1150.5407	1504.0733
ARHGEF16|27237	490	2245	570	69	42	246	1290.4026	844.0617	743.8974	416.5079	204.9835	59.0631
ARHGEF17|9828	138	747	577	228	200	205	2849.9838	995.4669	1606.9508	1510.4762	1488.6695	1364.053
ARHGEF18|23370	3604	1826	2090	479	458	691	1082.918	1055.3037	1398.8415	899.6825	971.1331	639.002
ARHGEF19|128272	43	131	35	48	21	25	1057.4133	1072.5295	897.3935	439.6825	305.0306	49.8982
ARHGEF1|9138	4416	3070	1453	1041	757	1658	2377.8012	3304.6238	2489.036	1398.7302	1420.9685	898.6762
ARHGEF2|9181	1080	1405	425	138	356	354	563.1725	590.2085	1981.7956	1695.873	2346.5914	3314.664
ARHGEF33|100271715	2	6	1	2	4	0	6.2039	7.2529	14.4808	18.0952	9.4029	10.6925
ARHGEF35|445328	710	1454	388	462	216	336	1180.1118	270.1723	786.9259	146.3492	469.3935	332.4847
ARHGEF37|389337	77	974	98	55	73	33	544.9056	76.1559	460.4882	2051.4286	1167.842	647.1487
ARHGEF38|54848	0	0	0	0	1	0	59.2813	29.0118	46.3384	42.8571	31.9699	3.5642
ARHGEF3|50650	784	395	362	119	178	179	728.9534	838.6219	1286.7191	926.3492	783.0748	689.9185
ARHGEF4|50649	8	7	18	43	1	3	153.7178	22.6655	66.6115	311.1111	290.362	281.5682
ARHGEF5|7984	585	1337	459	387	355	824	984.6903	351.7679	505.9992	769.2063	473.5308	300.9165
ARHGEF6|9459	491	720	139	187	192	252	175.4313	589.3019	1436.9053	1201.2698	3482.8397	9983.1976
ARHGEF7|8874	1193	1151	941	866	709	952	1538.557	1126.9266	1274.7207	1244.127	1672.9666	2983.7067
ARHGEF9|23229	271	438	510	306	186	206	907.142	523.1188	463.3844	642.5397	569.4405	554.4807
