Id	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
class	LIHC_TP	LIHC_TP	LIHC_TP	LIHC_NT	LIHC_NT	LIHC_NT	BRCA_TP	BRCA_TP	BRCA_TP	BRCA_NT	BRCA_NT	BRCA_NT
ARID1A|8289	1554	4683	2580	1256	1220	1047	5379.7796	3101.5413	3465.8668	2060.9524	2181.8524	2011.2016
ARID1B|57492	1110	2547	1137	712	753	949	968.4913	1214.8685	1649.9793	1669.5238	1600.7522	2020.3666
ARID2|196528	691	782	468	237	306	251	979.865	495.9202	710.7985	720.9524	484.4382	738.2892
ARID3A|1820	389	62	541	14	16	39	159.577	142.3391	63.7153	23.1746	41.3728	86.558
ARID3B|10620	159	491	247	32	34	96	151.3052	168.631	115.0186	100.9524	92.1486	88.5947
ARID3C|138715	34	25	9	81	49	75	0.3447	5.4397	0.8275	0.6349	0.7522	0
ARID4A|5926	425	1042	867	574	401	568	403.2508	208.5222	399.2553	460.6349	461.4951	943.4827
ARID4B|51742	1312	1398.38	1026	699	701	610	1409.3237	992.7471	1378.6016	990.1587	674.4974	1026.1711
ARID5A|10865	997	1236	529	659	575	631	895.4236	825.0227	646.6694	1674.6032	1589.0926	586.0489
ARID5B|84159	631	755	157	570	394	932	191.6303	1281.9583	1762.1018	3456.5079	3269.9577	5083.5031
ARIH1|25820	1513	3313	1145	1439	1246	1429	2301.9763	1006.3463	1378.1547	1663.8095	1478.5143	2068.2281
ARIH2|10425	2449.85	4208.86	874.88	1030.94	783	1173.73	1285.4327	1660.7888	1265.8047	1557.9492	1488.2934	1710.7587
ARL10|285598	8	12	4	7	14	11	90.6453	19.039	21.1005	30.1587	25.952	30.5499
ARL11|115761	60	51	10	21	24	40	96.1598	201.2693	25.2379	77.4603	45.134	59.0631
ARL13A|392509	0	2	0	0	0	0	0.6893	0	0.8275	0.3175	0	1.0183
ARL13B|200894	132	347	62	134	185	172	266.7659	116.0471	179.5614	278.7302	189.5628	216.3951
ARL14|80117	317	123	3	16	14	184	0	0	1.6549	0	0.7522	1.0183
ARL15|54622	316	414	262	262	219	226	129.2471	221.2149	337.6086	380.9524	391.5374	328.4114
ARL16|339231	1264	1329	624	160	157	329	494.5854	1112.4207	1296.6487	590.4762	494.5933	409.3686
ARL17A|51326	104.43	151.78	81.7	34.97	35.19	51.78	74.2878	51.3418	44.6752	85.873	83.0654	81.7261
ARL17B|641522	3.19	3.26	6.12	1.03	0	1.22	5.2767	1.1061	0.513	1.6444	0.8162	4.832
ARL1|400	3677	2617	2887	2139	1781	2378	1712.265	2539.4379	2241.6218	2214.6032	2053.2205	2413.442
ARL2BP|23568	1447	2591	1881	822	792	1031	2090.0111	1441.5231	1038.8912	1632.381	1816.267	2077.9022
ARL2|402	763	898	157	275	304	339	680.3565	1026.2919	877.1204	1154.6032	1858.7682	1857.4338
ARL3|403	281	465	531	315	311	342	810.6375	502.2665	1201.9032	980.3175	583.3568	460.7943
ARL4A|10124	472	308	267	244	172	425	156.4751	558.4769	496.4832	683.4921	831.2177	552.444
ARL4C|10123	1695	682	173	476	556	1773	192.3196	581.1423	1028.1341	1850.7937	1213.3521	434.8269
ARL4D|379	246	2055	205	4098	6283	925	342.2462	94.2883	81.9197	338.7302	179.0315	160.387
ARL5A|26225	1002	1435	594	890	990	1083	699.6574	566.6364	583.3678	592.6984	651.8101	745.9267
ARL5B|221079	660	704	347	772	783	1232	139.2422	122.3935	155.9785	104.127	84.2501	257.1283
ARL5C|390790	2	0	0	0	0	0	0.3447	0.9066	0	1.5873	0.3761	1.0183
ARL6IP1|23204	5903	14210	8525	12663	9720	12152	6194.8977	7493.2004	5845.6765	3447.619	4779.6897	4723.0143
ARL6IP4|51329	9062	6180	3099	3556	3207	5511	1532.0085	3884.8595	2296.235	2492.6984	2607.6164	1971.4868
ARL6IP5|10550	2561	3118	680	1742	1462	1572	3656.8301	2339.0752	3910.633	4304.4444	7266.1965	6631.3646
ARL6IP6|151188	389	481	87	78	116	102	173.3634	129.6464	306.1647	234.6032	258.3921	213.3401
ARL6|84100	13	60	8	24	18	31	115.116	15.4125	50.8895	60	39.8684	75.3564
ARL8A|127829	1830	2416	922	1863	1236	1852	870.2635	1599.2747	1752.9996	1262.5397	1307.3813	1267.3116
ARL8B|55207	2389	3789	1180	1584	1620	1740	1495.13	2012.6927	2115.4324	1912.0635	2143.1124	2275.9674
ARL9|132946	2	4	0	2	0	3	10.3398	19.9456	2.4824	5.3968	12.0357	0.5092
ARMC10|83787	562.72	1125.89	648.11	727.01	603.41	699.1	909.372	832.6292	644.0836	731.3524	668.8557	638.2128
ARMC1|55156	1374	1296	857	509	470	501	807.8803	1082.5023	520.0662	576.1905	503.9962	742.8717
ARMC2|84071	21	74	27	9	12	24	11.7184	21.7588	79.0236	52.6984	48.519	64.1548
ARMC3|219681	3	1	0	3	1	1	8.9611	31.7316	42.6148	8.8889	12.788	0
ARMC4|55130	2	2	1	1	3	0	19.3009	9.0662	39.7187	31.746	5.6417	0
ARMC5|79798	443	989	339	454	321	795	420.1391	461.4687	390.1531	331.746	366.3376	168.5336
ARMC6|93436	1323.97	1842.93	1036	2516	1118	3294	709.2217	748.7489	949.909	520.8794	610.0536	366.0234
ARMC7|79637	2280	907	361	420	840	308	422.5517	380.7797	856.0199	380.9524	305.7828	186.3544
ARMC8|25852	556	1364	500	505	438	521	613.4927	486.854	567.6458	618.4127	648.425	1014.7658
ARMC9|80210	77	157	7	18	17	19	294.6833	331.8223	483.6574	316.8254	157.2167	48.3707
ARMCX1|51309	65	133	54	86	88	99	969.8699	856.7543	980.5544	894.9206	1010.6253	919.0428
ARMCX2|9823	69	175	91	73	71	68	1651.2604	920.2176	1855.1924	1243.1746	759.7555	514.2566
ARMCX3|51566	289	1261	2154	1037	839	644	2442.9417	1554.8504	2163.4257	2234.9206	1721.4857	2093.1772
ARMCX5|64860	311	536	223	181	132	187	522.5028	289.2112	423.6657	386.6667	286.977	253.5642
ARMCX6|54470	54	151	102	79	69	50	291.926	316.4098	311.957	405.7143	274.9412	196.5377
ARMS2|387715	2	0	2	0	0	1	0	0.9066	0.4137	0	0	1.0183
ARNT2|9915	146	151	9	61	15	50	2450.5242	390.7525	948.283	373.6508	521.2976	44.8065
ARNTL2|56938	96	351	17	70	49	119	3.4466	19.9456	63.7153	30.4762	23.3192	77.9022
ARNTL|406	314	442	643	827	528	223	208.1739	216.6818	188.2499	168.254	219.6521	255.0916
ARNT|405	1893	2567	4675	1686	1438	2008	2853.0857	811.4234	1398.0141	1353.0159	1575.9285	2119.1446
ARPC1A|10552	5013	7817.36	3781	1713.38	1608	2259.48	2570.8102	2491.3871	2173.7691	2585.0794	2540.2915	2373.7831
ARPC1B|10095	8813	7224.64	1547	1405.62	1414	2393.52	2656.9749	5818.6763	2743.8974	2591.4286	3029.2431	1626.7261
ARPC2|10109	7906	7170	2240	2625	2280	3254	2140.3313	3836.8087	4815.06	5045.7143	4721.3916	4918.5336
ARPC3|10094	15238	7543	3562	3255	2559	3881	2671.7952	7723.4814	4358.7091	3817.1429	3236.1072	2921.5886
ARPC4|10093	6929.39	5856.35	2492.47	2583.83	2574.28	3428.19	1991.2181	4433.6627	3689.909	3280.546	3895.3568	2949.4959
ARPC5L|81873	2537	911	488	1007	1192	1592	586.2647	1627.3799	906.0819	879.3651	743.5825	478.6151
ARPC5|10092	7780	7946	2930	2395	2221	4002	1574.4015	4393.4723	3664.0463	3902.8571	3116.5021	2429.7352
ARPM1|84517	93	123	44	134	206	74	62.0386	29.9184	35.995	47.3016	46.6385	86.0489
ARPP19|10776	2584	7918	1736	2296	2048	2389	4800.0634	2757.0263	3302.0273	3166.0317	3704.7485	5530.0407
ARPP21|10777	5	1	1	10	11	53	1.3786	0	0	0.6349	1.5045	6.11
ARR3|407	75	0	0	0	0	0	0	0	0.4137	0	0	0
ARRB1|408	629	273	322	539	159	654	772.7251	292.8377	350.4344	1066.3492	1176.8688	1401.7312
ARRB2|409	3504	2325	1693	723	690	2047	544.5609	743.427	502.6893	1068.5714	1202.4448	1119.1446
ARRDC1|92714	1921	1048	439	799	526	1178	462.5321	2296.4642	2166.7356	847.619	664.2219	253.055
ARRDC2|27106	3308	5539	726	1284	666	727	724.4728	844.0617	591.2288	1332.381	1309.2619	809.0631
ARRDC3|57561	1594	4398	1488	1339	4507	2832	690.007	690.8432	1632.6024	2513.0159	2456.7936	2518.8391
ARRDC4|91947	730	5048	1653	3514	501	3432	377.0568	374.4334	367.8113	765.0794	721.7677	812.1181
ARRDC5|645432	27	4	1	1	1	2	1.034	3.6265	0.4137	4.127	7.1462	1.5275
ARSA|410	3951	6559	2663	2028	909	1769	771.3464	1096.1015	1220.935	1326.6667	314.0574	717.9226
ARSB|411	454	1279	87	468	405	331	310.8823	339.9819	411.6674	283.8095	283.2158	458.7576
ARSD|414	853	3854	680	6436	2305	3095	5291.5469	2121.4869	3743.8974	3712.6984	2622.661	1108.9613
ARSE|415	192	4782	384	6323	3304	3864	11.3737	8.1596	31.0302	60	12.0357	2.5458
ARSF|416	0	695	60	44	106	22	0	0.9066	0.8275	1.2698	2.6328	0
ARSG|22901	30	36	101	78	50	53	533.8765	228.4678	398.0141	452.6984	226.0461	146.1303
ARSH|347527	0	0	0	0	0	0	5.5145	1.8132	5.3786	2.8571	3.385	0.5092
ARSI|340075	38	26	23	11	19	13	43.7717	169.5376	246.1729	48.5714	32.346	27.4949
ARSJ|79642	232	149	34	180	112	108	16.5436	77.0626	366.1564	164.4444	72.9666	23.4216
ARSK|153642	77	241	144	164	105	151	128.5577	59.8368	102.6065	166.0317	125.2468	125.7637
ART1|417	0	0	1	0	0	0	0.6893	0	0	0	0	0
ART3|419	8	2	0	1	1	0	0.3447	1.8132	1.2412	3.8095	2.2567	2.5458
ART4|420	231	220	451	692	176	319	9.3058	14.5059	0.4137	15.873	20.6864	6.6191
ART5|116969	6	1	1	10	41	4	0	0.9066	5.7923	39.0476	20.6864	3.5642
ARTN|9048	3	6	2	5	3	2	154.7518	79.7824	43.4423	20.9524	11.6596	1.0183
ARV1|64801	770	877	1537	396	307	495	455.639	464.1886	601.5722	442.8571	417.8655	328.9206
ARVCF|421	325	693	264	317	352	453	636.5848	563.01	924.2863	727.3016	390.7851	104.888
ARX|170302	2	0	26	0	0	0	0.6893	25.3853	20.2731	7.9365	5.2656	0
AR|367	1	632	116	615	310	172	1097.7383	123.3001	503.9305	313.3333	249.7414	843.1772
AS3MT|57412	2157	2323	10137	2179	1233.88	2421	287.7177	81.5956	117.501	414.9206	130.8886	46.6904
ASAH1|427	2179	2943	1311	1581	1322	2221	14872.3728	1538.5313	4302.8548	5265.7143	9250.5877	12482.6884
ASAH2B|653308	1	3	5	16	18	3	2.4126	21.7588	2.0687	0.6349	2.2567	13.7475
ASAH2|56624	8	20	15	17	5	24	17.2329	3.6265	3.7236	4.7619	0.7522	1.0183
ASAM|79827	3	4	0	7	2	2	102.3637	139.6192	266.0323	371.746	963.9868	5071.2831
ASAP1IT1|29065	0	0	0	0	0	3	0	0	0.8275	0	0	0
ASAP1|50807	1237	1439	531	389	464	441	885.7732	953.7625	923.4588	717.4603	857.922	1450.1018
ASAP2|8853	229	734	313	208	227	217	815.4628	906.6183	651.6343	611.4286	1026.7983	1655.2953
ASAP3|55616	110	2492	456	194	217	295	1182.8691	925.6573	652.048	1253.0159	1060.2727	727.0876
ASB10|136371	0	0	0	0	0	0	0	0	0	0	0	0
ASB11|140456	0	1	0	0	0	0	0	1.8132	0	0	0	0
ASB12|142689	5	4	1	1	2	3	0.3447	0	0	7.9365	5.6417	0
ASB13|79754	677	3704	283	2784	698	1869	2068.2976	1550.3173	1116.2598	1340.9524	798.1194	382.3829
ASB14|142686	5	18	5	8	1	8	5.1699	8.1596	7.861	10.1587	9.0268	18.8391
ASB15|142685	0	0	2	0	0	0	2.7573	0.9066	0.8275	0.3175	0.7522	0
ASB16|92591	26.37	25.1	69.44	0	2	3.09	276.406	57.534	20.6454	14.6317	15.5223	13.7475
ASB17|127247	0	1	0	0	0	0	0	0	0	0	0.3761	0
ASB18|401036	0	0	0	0	0	0	0	0	0	0	0	0
ASB1|51665	1572.72	724.01	219.41	320.85	177.69	812	376.4984	274.4696	355.0517	560.3937	671.1274	925.9572
ASB2|51676	204	34	19	3	8	32	12.7524	19.9456	28.9615	88.254	47.7668	10.6925
ASB3|51130	300	401	324	145	104	205	156.1304	256.573	219.6938	375.6317	263.2816	284.1141
ASB4|51666	5	6	31	7	6	15	0	0.9066	0.4137	2.5397	1.1283	0.5092
ASB5|140458	1	0	3	0	0	0	0	0	0	1.5873	0	0
ASB6|140459	892.03	799.79	227.79	425.84	440.17	614.34	763.9811	1532.7833	742.652	807.7651	658.4673	437.276
ASB7|140460	303	972	394	392	371	282	577.9928	326.3826	313.1982	352.381	350.1646	458.7576
ASB8|140461	1201	1358	1511	922	799	860	670.7061	421.5775	460.4882	676.8254	740.9497	1013.2383
ASB9|140462	26	1480	31	138	367	125	10.6844	31.7316	53.3719	62.8571	42.8773	90.6314
ASCC1|51008	410	651	506	461	214	688	341.5569	401.6319	327.6789	517.4603	499.4828	609.4705
ASCC2|84164	3609	4806	2585	1789	1418	2095	979.865	1145.9655	1630.9475	1321.9048	1539.4452	1738.2892
ASCC3|10973	1788	8437	1901	979	723	802	505.2698	303.7171	733.554	875.5556	726.2811	838.0855
ASCL1|429	2	0	388	328	2	29	56.524	2.7199	0	1.9048	0.3761	0
ASCL2|430	72	21	13	16	14	39	20.6795	27.1985	23.583	37.7778	34.9788	10.6925
ASCL3|56676	0	0	0	0	0	0	0.3447	0	0	0	0	0
ASCL4|121549	0	2	2	0	0	0	0.6893	13.5993	0.8275	0	1.8806	0.5092
ASF1A|25842	662	1729	839	277	325	406	177.4993	348.1414	343.4009	419.6825	446.0743	451.1202
ASF1B|55723	552	420	245	18	25	21	899.9042	756.1197	528.7547	112.6984	101.9276	46.8432
ASFMR1|100126270	0	1	1	0	0	1	3.8085	0	0.8275	0.3175	0.3761	0
ASGR1|432	19123	11978	22621	23771	15064	30148	7.2378	12.6927	11.1709	26.0317	21.0625	8.6558
ASGR2|433	37866	18078	47344	36055	21456	33848	0.6893	5.4397	8.2747	12.6984	30.4654	14.2566
ASH1L|55870	1476.9	2115.64	2043.83	669.72	759	471.59	2815.5248	1504.4606	1819.3546	1763.7333	1594.1777	3881.3086
ASH2L|9070	576	2336	629	688	635	874	1351.0626	4068.903	970.211	1200.6349	1152.0451	1505.6008
ASIP|434	1	4	1	16	7	15	0.6893	1.8132	3.7236	1.2698	4.5134	5.0916
ASL|435	2006	15802	9420	11285	5539	11779	564.5512	1002.7199	714.9359	679.6825	668.7353	312.6273
ASMTL|8623	806	3116.91	2829.94	1390.98	1084	1508.93	410.3611	649.8821	831.1543	1077.7524	1142.2435	683.7271
ASMT|438	3	0	0	1	0	1	2.4126	5.4397	4.1374	1.5873	1.8806	0
ASNA1|439	1919	2131	1659	809	682	995	1604.0422	1460.5621	1625.1552	1358.0952	1273.9069	1079.9389
ASNSD1|54529	1330	1853	1334	939	954	1274	718.269	567.5431	724.0381	810.1587	999.7179	1162.9328
ASNS|440	134	2031	228	41	23	51	1113.5927	419.7643	417.8734	514.6032	312.5529	183.2994
ASPA|443	6	43	48	120	188	172	2.7573	9.0662	2.4824	23.1746	62.4354	342.1589
ASPDH|554235	257	2214	189	3538	2760	4176	1.034	0.9066	0	0.3175	0.3761	0.5092
ASPG|374569	571	19	2513	2030	2522	1835	0.3447	5.4397	0.4137	3.1746	9.0268	6.6191
ASPHD1|253982	343	339	5	19	10	52	421.8624	139.6192	6.6198	46.0317	47.0146	8.6558
ASPHD2|57168	306	57	21	8	10	21	112.7034	57.117	81.0923	62.8571	72.5905	33.6049
ASPH|444	6119.92	19687.19	2197.7	4346.82	2671	3222.2	5339.9542	5371.4506	4434.2036	6191.4984	13275.4039	34825.9725
ASPM|259266	866	2755	1583	46	9	35	543.527	375.34	304.9235	64.127	34.9788	22.9124
ASPN|54829	230	671	74	696	878	717	214.0331	1047.1442	7453.8684	233.3333	347.1556	754.5825
ASPRV1|151516	70	49	153.86	28	24	25	35.6377	30.825	70.9971	83.8571	88.8914	100.336
ASPSCR1|79058	2086	2483	1089	968	451	1577	461.8428	798.7307	1347.952	388.5714	409.2149	250.5092
ASRGL1|80150	249	464	126	66	55	81	97.8831	242.9737	117.9148	188.5714	173.7659	101.833
ASS1|445	6124	6913	8776	51089	53539	99050	204.7273	478.6945	797.2693	2150.7937	5027.9267	6595.723
ASTE1|28990	129.92	372.35	149.4	148.17	144.73	104.5	210.4831	208.9393	167.4679	221.7873	181.1227	186.1813
ASTL|431705	2	1	0	1	0	1	0	0.9066	2.8962	2.5397	1.5045	0
ASTN1|460	2	4	11	18	10	17	0.6893	0.9066	10.7571	61.9048	83.4979	13.2383
ASTN2|23245	53	146	54	120	49	118	735.8466	74.3427	373.1899	383.8095	222.2849	76.8839
ASXL1|171023	2121	3684	2585	1081	912	1152	2056.5792	1292.8377	1211.4191	1455.2381	1474.0009	1728.1059
ASXL2|55252	139	991	404	171	192	86	655.8857	283.7715	333.885	359.0476	317.0663	1073.3198
ASXL3|80816	1	62	13	55	14	15	45.8396	1.8132	4.5511	12.6984	14.2924	27.4949
ASZ1|136991	0	0	0	0	0	0	0	0	0	0	0	0
ATAD1|84896	1207	978	1303	942	991	1032	741.7058	858.5675	870.0869	964.4444	910.5783	1263.2383
ATAD2B|54454	281	527	409	245	234	262	317.7754	303.7171	363.674	268.5714	176.7748	235.7434
ATAD2|29028	3998	2311	981	616	237	636	1741.2164	1560.2901	577.1618	929.5238	309.544	251.0183
ATAD3A|55210	1775	3530	810	746	412	824	800.9871	1114.2339	787.3397	522.2222	463.7518	299.8982
ATAD3B|83858	1207	1908	278	196	185	348	495.2747	686.3101	441.8701	122.2222	153.8317	75.3564
ATAD3C|219293	18	70	14	174	40	423	605.5656	514.0526	131.1543	132.0635	118.1006	17.3116
ATAD5|79915	75	278	41	16	10	16	169.5721	59.8368	44.2698	37.4603	24.8237	21.3849
ATCAY|85300	0	0	1	0	0	0	0.6893	0	0	0.3175	0.3761	0
ATE1|11101	174	584	54	256	150	133	204.7273	128.7398	150.1862	164.127	163.9868	382.8921
ATF1|466	918	789	470	316	493	443	258.4941	140.5258	341.3322	323.1746	286.6008	398.6762
ATF2|1386	263	1083	376	397	276	226	495.964	203.0825	339.6773	289.2063	270.8039	706.2118
ATF3|467	1691	835	383	1877	3530	8754	407.7314	208.5222	892.4286	1596.5079	2793.7941	3720.4684
ATF4|468	21258	13830	8704	7680	10124	8405	3538.9568	5000	8239.1394	7493.0159	6350.3526	6452.1385
ATF5|22809	1523	44917	124439.99	37445	31876	41815	1357.2664	1551.2239	1408.7712	936.1905	896.662	676.6802
ATF6B|1388	2762	5286	1690	1115	933	1268	3713.3542	2891.2058	2607.3645	2546.0317	2295.4396	1260.1833
ATF6|22926	2321	3169	2257	2402	1241	1991	1683.6583	983.6809	1262.7224	1324.7619	1196.4269	1667.0061
ATF7IP2|80063	203	702	810	397	175	211	137.1742	219.4016	54.6132	128.8889	99.2948	78.4114
ATF7IP|55729	410	1299	1247	440	295	343	1171.4953	732.5476	760.0331	571.746	588.2464	1697.0468
ATF7|11016	810	1401.22	658	527	508.12	393	1189.6933	755.0227	1626.264	1265.5365	1467.2797	3035.7536
ATG10|83734	202	417	229	114	88	128	125.1112	114.2339	93.5043	137.4603	102.3037	135.4379
ATG12|9140	809	1304	561	511	428	549	512.8523	873.9801	452.2135	479.3651	500.9873	753.055
ATG16L1|55054	926	1276	528	610	483	860	678.9779	983.6809	1009.5159	611.1111	562.6704	449.5927
ATG16L2|89849	824.69	655.58	314.29	218.39	88.48	394.5	962.5942	724.5512	964.2946	370.2476	257.2826	259.5519
ATG2A|23130	5571	3308	1028	3043	1546	2794	995.3747	551.2239	827.0583	738.4127	784.9553	494.3992
ATG2B|55102	1538	1725	1635	1240	1304	1135	887.8411	553.9438	597.0211	882.5397	791.3493	1269.3483
ATG3|64422	1661	1723	1330	713	619	993	675.876	611.0607	603.6409	842.8571	798.1194	706.721
ATG4A|115201	788	738	735	568	371	777	432.2022	170.4442	255.2751	392.6984	361.0719	394.6029
ATG4B|23192	2113	2158	1426	655	709	1091	1029.8406	1331.8223	1359.5366	986.3492	874.095	579.9389
ATG4C|84938	211	476	183	126	197	198	166.8149	87.0354	132.8093	213.0159	192.9478	284.1141
ATG4D|84971	781.1	400.08	1008.36	360.51	183.59	448.08	549.7825	588.8758	527.3852	277.8095	247.3644	123.6151
ATG5|9474	1201	1598	970	756	835	981	298.1299	689.0299	699.6276	781.5873	737.1885	747.9633
ATG7|10533	1103.57	1948.41	697.28	527.01	422.93	589.85	513.969	833.835	712.9499	833.1492	1065.7113	663.9562
ATG9A|79065	2538.64	6437.32	1800.39	1958.4	1299.46	2452.66	1709.363	1209.4651	1356.4501	1273.6444	1814.488	1850.8809
ATG9B|285973	31.79	14.53	9.25	2.18	2.21	15.46	1148.6203	138.7579	22.7762	12.7587	10.174	9.1955
ATHL1|80162	2433	1479	14609	651	213	516	3526.2044	896.6455	719.0732	1653.0159	647.2967	233.1976
ATIC|471	3501	6852	548	1421	1144	1391	1603.3528	1646.4189	2487.7948	2249.2063	1776.0226	1349.2872
ATL1|51062	21	55	16	15	21	32	171.9848	284.6782	261.0674	692.6984	295.2515	186.8635
ATL2|64225	890	2824	2106	1138	1087	1633	642.7887	1381.6863	751.7584	1371.1111	890.268	753.5642
ATL3|25923	492	1406	330	281	251	276	443.9206	253.8531	277.6169	294.6032	385.1434	1267.8208
ATMIN|23300	1506	2291	1774	1331	1166	1152	2135.5061	1490.4805	970.211	1833.9683	1440.9027	2165.9878
ATM|472	1634	1727	845	616	502	681	875.4334	648.2321	842.3666	992.6984	723.2722	1276.9857
ATN1|1822	1557	1783	1324	1150	1234	1053	7416.3685	6365.3672	7727.348	4774.2857	4695.4396	4994.3992
ATOH1|474	6	0	0	3	0	0	0	0	0	0	0	0
ATOH7|220202	5	2	27	16	12	8	1.034	4.5331	1.2412	2.5397	3.385	1.0183
ATOH8|84913	30	361	202	2029	93	1394	17.2329	30.825	30.6165	628.254	1084.7203	1054.4807
ATOX1|475	6463	7732	3589	2253	1931	3480	786.8561	1584.7688	1328.5064	878.0952	1030.1834	684.8269
ATP10A|57194	129	94	17	17	23	16	160.611	276.5186	278.4444	343.8095	412.5999	651.7312
ATP10B|23120	23	3	1	5	0	1	3.1019	0.9066	1.2412	8.5714	9.4029	5.0916
ATP10D|57205	232	355	779	249	151	189	91.3346	292.8377	350.0207	303.8095	363.7047	501.0183
ATP11A|23250	1233	1416	936	687	480	665	618.3179	262.0127	379.3959	517.4603	508.8858	804.9898
ATP11B|23200	1429	1669	1443	982	980	967	794.7832	439.7099	925.9412	1041.9048	925.2468	1764.2566
ATP11C|286410	618	1240	288	1989	1448	1648	258.8388	217.5884	341.746	510.7937	446.4504	732.1792
ATP12A|479	0	0	2	0	5	0	0	0	0	1.5873	1.1283	1.0183
ATP13A1|57130	3042	6036	3819	1410	852	1430	2251.3114	2028.1052	2264.3773	1410.1587	1267.1368	618.6354
ATP13A2|23400	1165	1263	523	100	134	248	5499.7208	2009.0662	2832.4369	1274.9206	1445.04	486.2525
ATP13A3|79572	6608	12148	8629	7302	5718	4385	2147.2245	1136.8994	1145.2213	1205.7143	1370.945	2606.9246
ATP13A4|84239	2	10	2	12	12	14	107.1889	9.9728	80.6785	104.4444	201.2224	11.2016
ATP13A5|344905	0	0	0	0	0	0	0.6893	10.8794	45.9247	175.5556	172.6375	6.11
ATP1A1|476	23250.93	32611.97	12666.99	8803.95	8428	11192.97	10298.0472	9733.4361	11755.8585	18872.6508	12654.4391	5126.7668
ATP1A2|477	6	131	83	5	17	3	14.131	9.0662	825.8171	123.1746	1587.212	5110.998
ATP1A3|478	61	9	37	2	4	4	1097.049	184.9501	19.4456	2.8571	6.7701	2.5458
ATP1A4|480	3	0	0	0	0	0	22.7475	2.7199	35.1676	11.1111	7.8984	7.6375
ATP1B1|481	23330.68	5475.56	13494.34	5912.12	5866.56	8720.4	4258.1529	382.5295	5538.1051	4038.7524	3453.3747	503.3809
ATP1B2|482	19	93	264	151	289	116	17.9223	29.9184	52.9582	92.0635	93.653	107.943
ATP1B3|483	2519	1738	343	327	390	947	1864.2596	1368.9937	1370.7075	1813.9683	1943.0183	1672.6069
ATP1B4|23439	0	0	0	0	0	0	0	0	0	0.6349	0	0
ATP2A1|487	23	23	9	10	0	7	3.1019	19.039	3.7236	4.127	4.1373	6.11
ATP2A2|488	10949	15047	13621	4959	3901	5596	5978.1073	6782.4116	5344.6421	5857.4603	4132.7692	4462.3218
ATP2A3|489	1601	388	356	116	186	316	1551.3094	505.893	1527.0997	1194.2857	1055.0071	398.167
ATP2B1|490	1869	1335	2318	1113	1175	1134	690.6963	542.1578	801.4067	1530.4762	1007.6164	848.778
ATP2B2|491	1197	4469	9200	1254	1756	2321	19.6456	4.5331	11.5846	15.873	13.5402	6.6191
ATP2B3|492	0	0	7	0	0	0	0.3447	0	0.4137	0	0.3761	2.0367
ATP2B4|493	901	1865	12944	1252	1472	1058	2993.3619	2680.8704	2739.3463	3090.7937	6251.8101	15314.1548
ATP2C1|27032	1338.08	3588.65	1401.6	1315.83	1092.27	1417.5	3390.5122	1521.7951	2313.2933	2545.5143	2246.7099	3184.4908
ATP2C2|9914	3	2	12	3	1	8	1087.0539	562.1034	502.2755	442.5397	171.5092	8.6558
ATP4A|495	1	0	0	1	0	0	0	0	0	0.6349	0	0
ATP4B|496	0	0	0	0	0	0	0.3447	1.8132	0	0	0.3761	0
ATP5A1|498	14648	28884	41213	13288	10685	19329	10661.676	9436.99	7617.2942	11006.0317	11896.9441	10839.613
ATP5B|506	25090	33670	44111	15355	13466	20192	7345.3688	9567.5431	7987.1742	10104.4444	11420.0282	13419.5519
ATP5C1|509	6436	10647	14255	5534	4184	7796	1678.1438	4371.7135	2432.3542	3031.4286	2731.7348	2995.9267
ATP5D|513	4778	2192	4778	3077	2697	5916	1252.4902	1121.4869	1535.3744	1056.5079	1398.0254	721.9959
ATP5EP2|432369	74	47	38	26	26	69	14.4757	30.825	18.6181	27.3016	30.4654	68.2281
ATP5E|514	8883	9865	8895	3643	4650	8765	4277.9053	8582.9556	5438.1465	4607.619	4947.4377	4971.9959
ATP5F1|515	4730	6861	4375	3773	2945	5265	2227.8746	2616.5005	2415.391	2842.5397	2568.8764	2561.0998
ATP5G1|516	4761	3907	4927	1508	1188	2065	680.0119	8028.1052	2881.2578	684.7619	710.4843	508.6558
ATP5G2|517	17112	7604	7108	4679	4330	6892	3661.6553	5659.1115	7067.8527	5810.4762	5222.3789	2753.055
ATP5G3|518	10567	9911	15859	6639	5393	8189	1829.1044	2951.9492	3225.0724	2629.2063	3693.8411	3772.4033
ATP5H|10476	9507	6558	7485	3910	3877	6990	1708.4738	3869.447	5150.1862	2189.5238	2623.7894	2502.0367
